Time (s)	Frequency Intensity
55.90	6130.84
55.93	5908.10
55.97	5886.19
56.00	5915.76
56.03	5911.31
56.07	5933.59
56.10	5906.42
56.13	5850.23
56.17	5850.41
56.20	5707.89
56.23	5785.25
56.27	5859.81
56.30	5807.64
56.33	5804.28
56.37	5857.08
56.40	5862.53
56.43	5945.39
56.47	5915.08
56.50	5849.37
56.53	5898.62
56.57	5836.27
56.60	5834.31
56.63	5685.49
56.67	7048.67
56.70	6043.30
56.73	5833.50
56.77	5798.90
56.80	5820.39
56.83	5768.43
56.87	5820.28
56.90	5960.42
56.93	5960.78
56.97	5864.60
57.00	5910.51
57.03	5802.47
57.07	5832.50
57.10	5838.42
57.13	5708.84
57.17	5702.96
57.20	5721.41
57.23	5657.10
57.27	5787.31
57.30	5761.85
57.33	5832.22
57.37	5860.15
57.40	5872.85
57.43	5856.40
57.47	5829.33
57.50	7622.44
57.53	6179.11
57.57	5643.32
57.60	5379.94
57.63	5357.41
57.67	5269.40
57.70	5363.20
57.73	5400.01
57.77	5404.51
57.80	5559.94
57.83	5588.01
57.87	5634.75
57.90	5712.54
57.93	5722.60
57.97	5677.06
58.00	5591.02
58.03	5668.37
58.07	5644.13
58.10	5680.80
58.13	5745.14
58.17	5831.08
58.20	5914.22
58.23	5946.47
58.27	5940.74
58.30	6004.93
58.33	7473.80
58.37	6396.93
58.40	5791.94
58.43	5597.76
58.47	5522.40
58.50	5374.99
58.53	5414.81
58.57	5453.37
58.60	5505.48
58.63	5478.77
58.67	5535.03
58.70	5654.35
58.73	5718.40
58.77	5762.73
58.80	5742.75
58.83	5748.45
58.87	5790.35
58.90	5649.33
58.93	5554.25
58.97	5546.53
59.00	5466.20
59.03	5526.25
59.07	5533.01
59.10	5495.35
59.13	5602.30
59.17	7413.44
59.20	6275.35
59.23	6043.62
59.27	5906.13
59.30	5908.37
59.33	5853.67
59.37	5779.60
59.40	5727.50
59.43	5653.59
59.47	5678.29
59.50	5616.08
59.53	5633.71
59.57	5696.94
59.60	5703.93
59.63	5838.13
59.67	5846.51
59.70	5955.18
59.73	5899.08
59.77	5809.32
59.80	5887.49
59.83	5765.46
59.87	5856.73
59.90	5822.84
59.93	5837.86
59.97	5833.90
60.00	7355.86
60.03	6386.73
60.07	6192.36
60.10	6008.61
60.13	5988.34
60.17	5904.98
60.20	5860.92
60.23	5919.24
60.27	5709.23
60.30	5844.35
60.33	5718.28
60.37	5701.87
60.40	5668.44
60.43	5696.22
60.47	5776.02
60.50	5831.48
60.53	5777.11
60.57	5761.54
60.60	5723.97
60.63	5857.47
60.67	5896.23
60.70	5836.02
60.73	5777.51
60.77	5769.22
60.80	5763.67
60.83	7385.47
60.87	6176.68
60.90	5895.55
60.93	5919.88
60.97	5999.07
61.00	6032.74
61.03	6038.46
61.07	5988.77
61.10	5981.57
61.13	5973.06
61.17	5938.31
61.20	5959.08
61.23	5920.93
61.27	5778.90
61.30	5723.72
61.33	5751.36
61.37	5754.06
61.40	5796.57
61.43	5738.64
61.47	5953.87
61.50	5871.24
61.53	5895.41
61.57	6020.92
61.60	5788.25
61.63	5728.10
61.67	7349.71
61.70	6095.03
61.73	5912.29
61.77	5833.70
61.80	5795.50
61.83	5800.45
61.87	5700.43
61.90	5776.98
61.93	5886.78
61.97	5904.36
62.00	5906.22
62.03	5943.13
62.07	5927.97
62.10	5870.86
62.13	5827.55
62.17	5775.38
62.20	5788.42
62.23	5801.38
62.27	5767.94
62.30	5810.25
62.33	5819.29
62.37	5857.77
62.40	5857.48
62.43	5820.29
62.47	5941.47
62.50	7463.72
62.53	6225.46
62.57	6070.53
62.60	5864.43
62.63	5762.33
62.67	5757.87
62.70	5699.48
62.73	5746.94
62.77	5759.67
62.80	5767.69
62.83	5846.54
62.87	5890.11
62.90	6003.33
62.93	5997.50
62.97	5875.93
63.00	5887.37
63.03	5822.62
63.07	5727.95
63.10	5848.22
63.13	5699.21
63.17	5788.29
63.20	5777.03
63.23	5748.82
63.27	5966.04
63.30	5876.65
63.33	7544.80
63.37	6482.36
63.40	6060.07
63.43	6076.79
63.47	5919.55
63.50	5761.04
63.53	5780.27
63.57	5809.58
63.60	5714.68
63.63	5693.53
63.67	5744.29
63.70	5764.92
63.73	5857.57
63.77	5877.87
63.80	5932.83
63.83	5859.42
63.87	5852.46
63.90	5896.25
63.93	5800.64
63.97	5738.41
64.00	5719.35
64.03	5646.04
64.07	5680.91
64.10	5757.13
64.13	5743.82
64.17	7396.78
64.20	6394.85
64.23	6070.99
64.27	6121.12
64.30	5985.76
64.33	5924.43
64.37	5944.64
64.40	5832.46
64.43	5916.51
64.47	5774.37
64.50	5624.70
64.53	5738.76
64.57	5703.69
64.60	5882.11
64.63	6001.12
64.67	5889.55
64.70	6036.86
64.73	6004.43
64.77	5916.46
64.80	5995.11
64.83	5803.03
64.87	5731.49
64.90	5723.55
64.93	5703.57
64.97	5832.23
65.00	7655.82
65.03	6182.72
65.07	5669.91
65.10	5511.49
65.13	5488.85
65.17	5485.91
65.20	5547.81
65.23	5536.94
65.27	5555.75
65.30	5634.97
65.33	5588.11
65.37	5574.15
65.40	5556.74
65.43	5602.12
65.47	5615.09
65.50	5666.51
65.53	5818.43
65.57	5759.05
65.60	5799.28
65.63	5866.74
65.67	5829.18
65.70	5897.21
65.73	5872.70
65.77	5812.85
65.80	5840.94
65.83	7265.29
65.87	6150.85
65.90	5820.16
65.93	5638.00
65.97	5619.12
66.00	5705.56
66.03	5715.02
66.07	5759.42
66.10	5699.33
66.13	5697.94
66.17	5754.59
66.20	5637.53
66.23	5615.68
66.27	5640.08
66.30	5582.51
66.33	5673.52
66.37	5675.16
66.40	5643.86
66.43	5659.17
66.47	5738.69
66.50	5767.89
66.53	5834.06
66.57	5827.59
66.60	5829.49
66.63	5840.10
66.67	7330.95
66.70	6443.06
66.73	6020.07
66.77	5822.25
66.80	5851.73
66.83	5904.01
66.87	5979.12
66.90	6007.43
66.93	5990.50
66.97	6118.94
67.00	6053.39
67.03	6034.10
67.07	6141.11
67.10	5973.88
67.13	5880.30
67.17	5839.24
67.20	5749.13
67.23	5895.42
67.27	5846.70
67.30	5818.74
67.33	5895.22
67.37	5902.53
67.40	5962.62
67.43	5942.87
67.47	5922.31
67.50	7476.06
67.53	6460.77
67.57	6122.84
67.60	5931.16
67.63	5852.50
67.67	5779.43
67.70	5844.65
67.73	5835.16
67.77	5778.93
67.80	5847.83
67.83	5897.74
67.87	5932.30
67.90	5863.37
67.93	5877.17
67.97	6083.22
68.00	5934.87
68.03	5817.25
68.07	5888.00
68.10	5794.69
68.13	5850.16
68.17	5812.59
68.20	5789.24
68.23	5921.02
68.27	5829.23
68.30	5927.03
68.33	7557.78
68.37	6185.94
68.40	6214.06
68.43	6013.94
68.47	5915.25
68.50	5847.21
68.53	5695.41
68.57	5732.65
68.60	5684.12
68.63	5706.52
68.67	5781.93
68.70	5666.15
68.73	5844.22
68.77	5862.17
68.80	5890.61
68.83	5843.99
68.87	5775.85
68.90	5721.25
68.93	5729.77
68.97	5709.75
69.00	5577.60
69.03	5573.75
69.07	5589.42
69.10	5681.79
69.13	5744.91
69.17	7446.46
69.20	6362.81
69.23	6092.37
69.27	6046.64
69.30	6078.05
69.33	5933.52
69.37	5830.36
69.40	5871.62
69.43	5789.06
69.47	5827.98
69.50	5815.29
69.53	5728.70
69.57	5811.31
69.60	5981.75
69.63	5847.65
69.67	5955.24
69.70	5901.51
69.73	5942.87
69.77	5953.86
69.80	5844.38
69.83	5774.05
69.87	5646.98
69.90	5614.29
69.93	5794.66
69.97	5631.33
70.00	7300.63
70.03	6213.43
70.07	6013.15
70.10	6105.60
70.13	6093.12
70.17	6179.92
70.20	6106.44
70.23	6192.23
70.27	6140.99
70.30	6078.55
70.33	6084.84
70.37	5943.88
70.40	6052.67
70.43	6133.88
70.47	6053.75
70.50	5995.57
70.53	6027.05
70.57	6067.68
70.60	6195.88
70.63	6114.11
70.67	6181.54
70.70	6010.30
70.73	6009.72
70.77	6063.03
70.80	6061.47
70.83	7486.07
70.87	6478.03
70.90	6168.82
70.93	6105.50
70.97	6156.07
71.00	6152.39
71.03	6195.27
71.07	6127.78
71.10	6202.85
71.13	6155.52
71.17	6024.73
71.20	6032.47
71.23	5843.67
71.27	5957.20
71.30	5928.62
71.33	5823.21
71.37	5932.25
71.40	5929.05
71.43	6007.46
71.47	6039.26
71.50	5939.66
71.53	6094.75
71.57	6054.68
71.60	5967.64
71.63	5995.81
71.67	7326.44
71.70	6423.88
71.73	6102.26
71.77	5980.09
71.80	6033.23
71.83	5942.03
71.87	6099.38
71.90	6082.85
71.93	6074.65
71.97	6099.07
72.00	6002.21
72.03	6041.28
72.07	5989.81
72.10	5889.03
72.13	5827.15
72.17	5799.51
72.20	5813.66
72.23	5913.40
72.27	5894.56
72.30	5836.83
72.33	5960.51
72.37	6049.32
72.40	6052.69
72.43	6050.86
72.47	6062.99
72.50	8079.42
72.53	6711.46
72.57	5984.24
72.60	5717.42
72.63	5521.71
72.67	5442.14
72.70	5534.04
72.73	5614.74
72.77	5672.47
72.80	5785.24
72.83	5820.34
72.87	5936.10
72.90	5970.00
72.93	5875.48
72.97	5992.78
73.00	5865.52
73.03	5835.76
73.07	5969.81
73.10	5905.07
73.13	6031.97
73.17	5950.09
73.20	6039.54
73.23	6095.55
73.27	6050.33
73.30	6048.07
73.33	7630.61
73.37	6372.96
73.40	5941.75
73.43	5871.29
73.47	5833.13
73.50	5700.55
73.53	5608.80
73.57	5629.66
73.60	5607.13
73.63	5609.15
73.67	5670.95
73.70	5767.04
73.73	5812.09
73.77	5757.55
73.80	5759.51
73.83	5669.02
73.87	5711.59
73.90	5691.24
73.93	5488.09
73.97	5501.67
74.00	5542.75
74.03	5667.95
74.07	5741.76
74.10	5651.97
74.13	5726.68
74.17	7421.46
74.20	6517.75
74.23	6299.96
74.27	6017.88
74.30	5926.89
74.33	5886.35
74.37	5878.39
74.40	5821.01
74.43	5741.54
74.47	5813.51
74.50	5892.04
74.53	5864.50
74.57	6034.15
74.60	5992.82
74.63	6093.14
74.67	6017.37
74.70	5981.09
74.73	5962.83
74.77	5845.81
74.80	5855.52
74.83	5859.37
74.87	5797.09
74.90	5771.98
74.93	5776.04
74.97	5764.64
75.00	7524.65
75.03	6443.71
75.07	6283.91
75.10	6112.44
75.13	6050.40
75.17	6024.94
75.20	6078.73
75.23	6079.97
75.27	5979.05
75.30	5994.97
75.33	5899.62
75.37	5912.83
75.40	5922.88
75.43	5953.09
75.47	5943.04
75.50	6080.92
75.53	6084.74
75.57	6113.87
75.60	6146.46
75.63	6021.09
75.67	6024.81
75.70	5963.90
75.73	5929.35
75.77	5949.01
75.80	5891.93
75.83	7503.21
75.87	6577.97
75.90	6288.63
75.93	6311.75
75.97	6203.99
76.00	6176.55
76.03	6128.34
76.07	6128.69
76.10	6139.39
76.13	6070.59
76.17	6046.15
76.20	5977.23
76.23	5981.07
76.27	6037.51
76.30	6207.43
76.33	6145.14
76.37	6128.92
76.40	6191.70
76.43	6190.03
76.47	6182.94
76.50	6211.68
76.53	6017.05
76.57	5998.27
76.60	5946.66
76.63	5943.17
76.67	7559.30
76.70	6421.30
76.73	6154.38
76.77	6178.68
76.80	6122.46
76.83	6190.37
76.87	6225.68
76.90	6142.29
76.93	6262.78
76.97	6145.98
77.00	6123.53
77.03	6057.22
77.07	5985.84
77.10	5899.47
77.13	5907.70
77.17	5979.66
77.20	6065.83
77.23	6071.57
77.27	6078.18
77.30	6052.60
77.33	6106.26
77.37	6161.48
77.40	6033.64
77.43	6129.12
77.47	6043.95
77.50	7504.92
77.53	6395.60
77.57	6085.82
77.60	6102.18
77.63	5996.27
77.67	5979.48
77.70	6093.23
77.73	6073.66
77.77	6076.28
77.80	6037.27
77.83	5997.42
77.87	6051.30
77.90	5953.58
77.93	5952.67
77.97	5861.76
78.00	5879.98
78.03	5923.69
78.07	5884.37
78.10	6039.23
78.13	5936.34
78.17	6019.67
78.20	6142.20
78.23	6097.07
78.27	6154.18
78.30	6113.41
78.33	7602.75
78.37	6528.99
78.40	6215.60
78.43	6120.54
78.47	6025.80
78.50	5943.07
78.53	5960.32
78.57	5978.20
78.60	6001.03
78.63	6041.12
78.67	6080.32
78.70	6124.75
78.73	6096.76
78.77	6081.25
78.80	5979.62
78.83	5936.53
78.87	5945.03
78.90	5867.91
78.93	5838.96
78.97	5837.72
79.00	5829.99
79.03	5844.12
79.07	5831.22
79.10	6017.21
79.13	6043.78
79.17	7584.72
79.20	6370.65
79.23	6121.39
79.27	6068.19
79.30	5889.19
79.33	5839.53
79.37	5876.92
79.40	5863.33
79.43	5952.77
79.47	6035.57
79.50	5952.15
79.53	6026.98
79.57	5976.29
79.60	6040.24
79.63	6030.43
79.67	5891.00
79.70	5931.71
79.73	5850.70
79.77	5799.50
79.80	5826.49
79.83	5758.57
79.87	5778.72
79.90	5836.94
79.93	5753.73
79.97	5871.57
80.00	7908.66
80.03	6374.23
80.07	5840.22
80.10	5603.25
80.13	5493.59
80.17	5474.76
80.20	5393.88
80.23	5407.63
80.27	5417.75
80.30	5434.38
80.33	5553.86
80.37	5601.26
80.40	5656.79
80.43	5735.27
80.47	5812.22
80.50	5795.07
80.53	5835.75
80.57	5770.38
80.60	5826.37
80.63	5857.28
80.67	5785.36
80.70	5754.85
80.73	5702.93
80.77	5679.16
80.80	5767.56
80.83	7118.67
80.87	6179.95
80.90	5776.58
80.93	5565.28
80.97	5557.09
81.00	5466.60
81.03	5406.91
81.07	5447.07
81.10	5456.82
81.13	5445.75
81.17	5450.62
81.20	5432.13
81.23	5558.46
81.27	5540.69
81.30	5519.61
81.33	5644.62
81.37	5632.83
81.40	5736.03
81.43	5707.92
81.47	5781.27
81.50	5735.29
81.53	5643.62
81.57	5677.53
81.60	5577.07
81.63	5576.33
81.67	7396.96
81.70	6226.73
81.73	5970.06
81.77	6065.73
81.80	6086.79
81.83	6077.94
81.87	6037.95
81.90	6022.18
81.93	5975.88
81.97	5928.30
82.00	5940.78
82.03	5932.90
82.07	5930.93
82.10	5899.28
82.13	5902.78
82.17	6004.24
82.20	5934.60
82.23	6053.42
82.27	6047.30
82.30	6058.52
82.33	6152.02
82.37	6052.29
82.40	6034.94
82.43	6006.39
82.47	5934.30
82.50	7638.04
82.53	6414.41
82.57	6128.41
82.60	6076.44
82.63	5976.35
82.67	6005.74
82.70	5971.60
82.73	6052.80
82.77	6129.98
82.80	6038.05
82.83	6038.85
82.87	6078.83
82.90	5996.12
82.93	5987.73
82.97	5970.82
83.00	5923.04
83.03	5954.36
83.07	5930.30
83.10	6098.83
83.13	6022.27
83.17	6134.02
83.20	6138.49
83.23	6122.13
83.27	6117.44
83.30	5999.96
83.33	7702.36
83.37	6425.92
83.40	6132.12
83.43	5962.89
83.47	5891.71
83.50	5913.91
83.53	5957.43
83.57	5993.15
83.60	6040.32
83.63	6014.72
83.67	6127.10
83.70	6160.25
83.73	6143.96
83.77	6097.62
83.80	5989.38
83.83	6032.62
83.87	6009.13
83.90	5888.05
83.93	6005.82
83.97	5870.18
84.00	6025.75
84.03	6036.03
84.07	6078.97
84.10	6165.07
84.13	6070.00
84.17	7755.42
84.20	6556.43
84.23	6317.41
84.27	6199.42
84.30	6123.87
84.33	6052.00
84.37	6077.46
84.40	6013.27
84.43	6046.95
84.47	6037.39
84.50	6036.20
84.53	6182.43
84.57	6080.52
84.60	6150.25
84.63	6161.89
84.67	6117.77
84.70	6115.19
84.73	5989.82
84.77	5982.76
84.80	6000.45
84.83	5971.90
84.87	5914.43
84.90	5989.19
84.93	6022.93
84.97	6122.60
85.00	7664.29
85.03	6716.74
85.07	6446.53
85.10	6390.87
85.13	6297.58
85.17	6232.41
85.20	6207.82
85.23	6128.28
85.27	6118.08
85.30	6044.54
85.33	5997.78
85.37	6116.54
85.40	6165.87
85.43	6215.09
85.47	6172.60
85.50	6196.12
85.53	6351.16
85.57	6257.07
85.60	6231.88
85.63	6157.98
85.67	6049.30
85.70	6133.61
85.73	6037.52
85.77	6056.64
85.80	6141.25
85.83	7731.39
85.87	6714.87
85.90	6420.28
85.93	6289.39
85.97	6284.90
86.00	6198.90
86.03	6200.44
86.07	6187.19
86.10	6072.33
86.13	6082.36
86.17	6095.26
86.20	6014.04
86.23	5997.82
86.27	5967.01
86.30	5980.13
86.33	6067.21
86.37	6065.50
86.40	6081.85
86.43	6067.29
86.47	6043.63
86.50	6086.62
86.53	6085.68
86.57	6041.61
86.60	5987.10
86.63	5991.29
86.67	7345.79
86.70	6508.31
86.73	6244.37
86.77	6188.97
86.80	6207.44
86.83	6141.59
86.87	6081.47
86.90	6155.86
86.93	6045.64
86.97	6088.15
87.00	5918.23
87.03	5890.25
87.07	6003.49
87.10	5946.39
87.13	5949.18
87.17	5945.02
87.20	5968.30
87.23	6063.91
87.27	6019.17
87.30	6112.82
87.33	6227.60
87.37	6099.15
87.40	6124.87
87.43	6056.65
87.47	6002.14
87.50	7827.70
87.53	6340.24
87.57	5835.93
87.60	5682.28
87.63	5551.96
87.67	5563.49
87.70	5696.80
87.73	5774.09
87.77	5894.29
87.80	5877.91
87.83	5917.99
87.87	6076.32
87.90	5979.43
87.93	5975.02
87.97	6025.64
88.00	5853.38
88.03	5960.12
88.07	6034.10
88.10	6051.85
88.13	6080.30
88.17	6064.77
88.20	6258.89
88.23	6280.21
88.27	6196.80
88.30	6220.97
88.33	7695.24
88.37	6497.58
88.40	6082.56
88.43	5845.07
88.47	5675.95
88.50	5670.91
88.53	5554.79
88.57	5622.76
88.60	5701.82
88.63	5675.83
88.67	5817.14
88.70	5766.40
88.73	5885.35
88.77	5980.39
88.80	5859.52
88.83	5922.15
88.87	5881.37
88.90	5819.69
88.93	5757.60
88.97	5677.58
89.00	5725.60
89.03	5645.65
89.07	5686.63
89.10	5826.27
89.13	5894.67
89.17	7645.43
89.20	6536.28
89.23	6317.03
89.27	6243.55
89.30	6138.01
89.33	6037.80
89.37	5923.17
89.40	5965.54
89.43	5912.07
89.47	5891.44
89.50	5954.32
89.53	5926.40
89.57	6017.23
89.60	5974.75
89.63	6021.40
89.67	6059.18
89.70	5984.29
89.73	5957.49
89.77	5962.03
89.80	5908.45
89.83	5870.64
89.87	5830.66
89.90	5846.72
89.93	5917.00
89.97	5889.89
90.00	7691.00
90.03	6586.89
90.07	6191.28
90.10	6155.23
90.13	6132.61
90.17	6030.01
90.20	6012.68
90.23	5927.64
90.27	5808.12
90.30	5821.86
90.33	5850.67
90.37	5841.57
90.40	5863.44
90.43	5911.99
90.47	5948.01
90.50	6042.35
90.53	6054.68
90.57	6033.67
90.60	5966.97
90.63	5935.69
90.67	5909.89
90.70	5868.33
90.73	5858.19
90.77	5767.21
90.80	5745.99
90.83	7399.17
90.87	6382.92
90.90	6111.15
90.93	6138.34
90.97	6016.18
91.00	6111.31
91.03	6129.35
91.07	6094.34
91.10	6064.86
91.13	6039.72
91.17	6044.04
91.20	5906.06
91.23	5749.97
91.27	5904.17
91.30	5899.86
91.33	5905.62
91.37	5846.71
91.40	5853.98
91.43	6082.59
91.47	6029.84
91.50	5948.59
91.53	5959.71
91.57	5853.79
91.60	5996.45
91.63	5874.53
91.67	7373.63
91.70	6306.15
91.73	6103.91
91.77	6098.32
91.80	6035.88
91.83	6085.13
91.87	6217.20
91.90	6266.68
91.93	6302.85
91.97	6236.59
92.00	6300.51
92.03	6146.82
92.07	6100.66
92.10	6001.77
92.13	6016.80
92.17	6021.50
92.20	6116.98
92.23	6075.96
92.27	6175.90
92.30	6133.14
92.33	6172.44
92.37	6211.96
92.40	6225.51
92.43	6299.94
92.47	6280.33
92.50	7623.40
92.53	6452.60
92.57	6248.37
92.60	6267.79
92.63	6192.23
92.67	6025.62
92.70	5949.04
92.73	6049.44
92.77	6152.60
92.80	6127.04
92.83	6135.37
92.87	6290.57
92.90	6331.62
92.93	6302.20
92.97	6283.96
93.00	6330.75
93.03	6316.96
93.07	6281.30
93.10	6258.94
93.13	6300.40
93.17	6496.25
93.20	6547.75
93.23	6436.66
93.27	6594.47
93.30	6638.21
93.33	7878.73
93.37	7142.86
93.40	7050.75
93.43	6964.57
93.47	6806.32
93.50	6728.20
93.53	6822.39
93.57	6857.97
93.60	6868.41
93.63	6498.07
93.67	6425.50
93.70	6394.17
93.73	6335.81
93.77	6400.02
93.80	6334.99
93.83	6359.88
93.87	6346.53
93.90	6416.67
93.93	6038.83
93.97	5833.81
94.00	5641.24
94.03	5739.60
94.07	5906.50
94.10	6002.95
94.13	6151.10
94.17	7230.64
94.20	6420.19
94.23	5964.57
94.27	5923.09
94.30	5928.00
94.33	5900.40
94.37	5798.87
94.40	5838.04
94.43	5596.02
94.47	5339.68
94.50	5294.10
94.53	5314.25
94.57	5389.09
94.60	5367.22
94.63	5445.30
94.67	5485.33
94.70	5219.87
94.73	5017.95
94.77	4842.18
94.80	4824.89
94.83	4737.51
94.87	4738.88
94.90	4674.98
94.93	4600.23
94.97	4522.91
95.00	4869.38
95.03	4689.21
95.07	4586.29
95.10	4601.82
95.13	4461.19
95.17	4377.15
95.20	4357.33
95.23	4251.25
95.27	4309.10
95.30	4189.83
95.33	4166.36
95.37	4084.31
95.40	3951.26
95.43	3885.01
95.47	3907.00
95.50	3845.19
95.53	3764.15
95.57	3693.12
95.60	3721.31
95.63	3661.26
95.67	3633.28
95.70	3498.79
95.73	3436.93
95.77	3376.88
95.80	3330.20
95.83	3459.71
95.87	3314.59
95.90	3264.73
